TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,P_emaildomain,isFraud,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,M1,M2,M3,M4,M5,M6,M7,M8,M9
419.57736764472236,W,10807,333,,discover,233,debit,198,60,yahoo.com,0,2,1,2,0,0,2,1,2,2,1,1,2,0,3,42,33,,,,,,,,,,,,,,F,,T,F,,T,T,,
32.602053165210535,W,15905,140,185,mastercard,192,credit,498,60,,0,0,0,2,1,1,0,0,1,0,1,2,2,0,0,415,317,,,,,,,,,,,,,,,,T,F,T,F,F,,F
63.21333716084094,H,9937,309,,visa,213,credit,366,96,,0,1,2,2,0,1,0,0,2,1,1,3,1,1,1,253,292,,,,,,,,,,,,,,T,T,,,,F,T,T,T
111.19259081130375,C,17754,365,,mastercard,159,credit,126,60,,0,0,3,4,0,0,1,0,0,1,0,4,1,1,2,297,33,,,,,,,,,,,,,,T,,,T,,,F,,T
40.76552875520789,C,17119,112,,mastercard,237,debit,320,96,gmail.com,0,0,2,2,1,3,0,2,0,1,0,1,1,0,2,326,436,,,,,,,,,,,,,,,F,F,F,,F,F,F,T
114.85663257459,H,11217,567,150,mastercard,235,debit,111,96,,0,2,0,1,0,0,0,1,2,2,1,1,1,1,0,56,316,,,,,,,,,,,,,,T,,T,F,,,,F,T
22.76678022027367,C,6356,330,,visa,193,debit,199,60,hotmail.com,0,1,0,0,1,1,0,0,0,0,2,2,3,1,3,55,65,,,,,,,,,,,,,,T,T,T,F,T,F,T,F,
134.4602261563953,W,3087,306,150,discover,204,debit,133,87,hotmail.com,0,1,2,0,1,1,1,0,0,2,1,0,1,2,2,272,118,,,,,,,,,,,,,,T,T,,T,,T,T,T,
63.88688484502282,R,9133,562,185,discover,194,credit,399,87,gmail.com,0,3,3,1,2,0,1,0,1,2,2,0,1,3,0,292,130,,,,,,,,,,,,,,,,,F,,,T,T,
97.84537190620276,S,10281,349,185,amex,153,credit,256,96,gmail.com,0,0,0,1,0,1,1,2,0,1,2,0,2,1,1,164,185,,,,,,,,,,,,,,T,F,,T,,T,T,T,
96.16374057150998,H,6202,391,185,discover,228,credit,144,96,gmail.com,0,1,3,2,0,0,3,0,1,1,1,2,0,0,3,261,471,,,,,,,,,,,,,,,F,T,F,T,,T,,F
58.98465328720026,W,6882,487,,discover,123,credit,231,87,yahoo.com,0,0,2,5,0,0,0,2,2,0,0,0,1,1,0,143,17,,,,,,,,,,,,,,T,T,,F,T,,,T,
90.82178499852692,R,17961,565,150,mastercard,207,credit,423,87,yahoo.com,1,0,4,0,1,2,1,2,0,1,1,0,3,3,1,298,165,,,,,,,,,,,,,,T,T,,F,T,F,F,,T
18.999270836927657,W,4836,565,185,visa,217,credit,181,96,gmail.com,0,3,0,1,1,0,1,0,0,3,1,0,1,2,2,253,271,,,,,,,,,,,,,,F,,F,,F,T,F,F,F
153.74370530599168,W,2499,591,185,amex,161,credit,224,96,gmail.com,0,1,3,0,2,1,0,3,0,0,3,3,0,1,0,273,280,,,,,,,,,,,,,,F,,F,F,F,T,T,,F
215.62651664025648,H,11757,246,185,discover,144,debit,280,60,gmail.com,0,0,3,0,2,1,0,1,1,1,1,3,0,3,0,26,207,,,,,,,,,,,,,,F,F,F,F,T,T,T,F,T
130.55250284833303,C,6718,240,150,mastercard,102,credit,366,87,,0,1,1,0,2,2,0,1,2,0,3,0,1,0,1,370,346,,,,,,,,,,,,,,F,,,F,,,T,T,T
122.45570866076467,R,7326,501,185,discover,205,credit,100,96,,0,2,2,2,0,1,3,1,0,0,2,0,2,1,0,432,444,,,,,,,,,,,,,,,,T,T,F,F,,,
108.02011274007532,R,10304,165,150,amex,219,credit,315,87,,0,2,1,1,2,0,1,1,1,3,1,0,2,0,0,449,113,,,,,,,,,,,,,,F,,F,F,F,F,T,T,F
225.2450001671303,R,11735,111,150,mastercard,134,credit,150,87,,0,0,3,1,1,2,0,0,0,1,1,0,1,0,2,333,21,,,,,,,,,,,,,,T,F,,T,,F,F,F,T
102.20759470762242,W,7394,272,,visa,187,debit,307,60,yahoo.com,0,0,1,0,1,0,0,1,3,0,1,0,0,0,0,454,230,,,,,,,,,,,,,,,F,,,F,,F,T,
16.326499510503258,C,16063,171,,discover,145,credit,261,87,,0,1,0,2,2,1,0,1,1,0,1,0,2,1,0,405,106,,,,,,,,,,,,,,,T,,T,,T,T,F,T
79.190420843308,W,15225,388,185,visa,149,debit,138,87,,1,0,1,1,1,1,2,3,1,1,0,0,2,2,0,409,86,,,,,,,,,,,,,,F,F,,F,,T,F,F,F
34.99385957539123,C,9087,540,150,mastercard,158,debit,272,87,yahoo.com,0,1,2,0,0,2,2,0,0,1,0,1,1,2,1,360,465,,,,,,,,,,,,,,F,,,F,T,T,T,F,
23.17130105600004,R,3550,244,150,amex,165,debit,371,60,,0,0,3,1,0,0,0,1,0,3,0,1,1,1,3,282,337,,,,,,,,,,,,,,F,F,F,,F,,F,F,
82.3094599448224,H,5099,559,185,amex,154,debit,278,60,,0,1,1,0,0,0,2,1,4,0,0,0,2,1,1,181,203,,,,,,,,,,,,,,,F,F,T,F,,T,T,
189.0233680576245,H,7005,145,150,amex,240,debit,127,87,hotmail.com,0,0,0,0,1,0,1,3,1,1,1,0,2,1,3,497,216,,,,,,,,,,,,,,T,T,F,F,T,T,F,F,
70.48048521083696,S,16942,463,185,amex,228,credit,491,96,yahoo.com,0,3,1,1,0,1,4,0,1,0,1,1,1,2,1,120,249,,,,,,,,,,,,,,T,T,F,T,T,,T,T,T
11.721652943248156,W,2890,193,,discover,137,debit,405,96,,0,2,2,1,2,1,0,0,1,1,1,0,0,4,0,397,103,,,,,,,,,,,,,,T,,T,,,F,,T,T
65.8137011688478,R,9621,216,185,amex,157,credit,277,87,hotmail.com,0,0,0,1,1,1,2,0,0,0,3,1,1,1,3,193,354,,,,,,,,,,,,,,,T,,,T,,T,T,T
50.11034764140645,W,7131,409,,amex,130,credit,267,96,hotmail.com,0,0,1,0,1,1,2,0,1,1,1,0,2,1,1,190,117,,,,,,,,,,,,,,F,,T,,T,F,,F,F
287.1462061377721,W,10488,519,185,mastercard,200,credit,474,87,,0,0,1,0,1,0,1,1,0,2,2,0,1,2,0,447,165,,,,,,,,,,,,,,T,F,T,T,,,T,,
18.917725535832915,R,14101,254,,visa,101,credit,228,87,yahoo.com,0,1,1,2,1,3,1,1,0,2,1,1,2,1,1,246,80,,,,,,,,,,,,,,T,F,T,F,,,F,F,
42.99534950167087,S,10778,548,150,mastercard,123,debit,177,87,gmail.com,0,1,1,1,0,1,0,3,1,0,1,0,1,1,2,301,134,,,,,,,,,,,,,,F,F,T,T,,T,F,T,F
167.2347730820467,R,13716,544,185,amex,162,credit,338,87,,0,1,0,0,0,1,1,0,1,1,1,2,2,0,1,376,475,,,,,,,,,,,,,,T,T,,F,,F,,T,F
12.83349903421653,R,12949,185,185,visa,129,debit,172,96,gmail.com,0,2,1,3,2,0,4,1,1,1,3,1,2,2,1,349,400,,,,,,,,,,,,,,T,F,T,T,T,T,,F,
61.23191398992773,R,9164,297,,visa,176,debit,134,60,yahoo.com,0,1,2,1,2,1,2,0,0,0,0,2,0,1,0,216,88,,,,,,,,,,,,,,T,F,,F,T,F,,,
67.79787744548857,W,13726,355,,mastercard,243,credit,369,60,gmail.com,0,1,1,0,0,1,1,1,0,4,0,0,0,0,1,59,256,,,,,,,,,,,,,,F,,T,,F,F,,T,
69.94573337965414,S,6427,123,150,mastercard,105,debit,347,87,,0,1,1,1,0,1,1,2,1,0,1,0,3,0,2,373,30,,,,,,,,,,,,,,,T,T,T,F,,T,,
153.7855389898435,S,2177,450,150,mastercard,112,credit,274,96,gmail.com,0,0,0,3,0,0,2,1,1,1,2,0,1,0,2,288,273,,,,,,,,,,,,,,,F,,F,F,T,T,,F
56.34249562211829,R,11269,136,150,amex,207,credit,391,60,,0,1,1,2,0,0,0,0,0,1,1,0,2,0,0,239,448,,,,,,,,,,,,,,F,T,F,T,F,,F,T,F
51.03926542230045,C,10901,435,150,amex,174,debit,310,87,,0,0,2,0,0,1,0,3,0,2,0,1,3,2,0,421,487,,,,,,,,,,,,,,F,T,F,F,,F,,T,F
13.785507440672742,W,15404,267,185,discover,145,debit,283,60,gmail.com,0,1,1,1,1,0,1,1,0,2,0,0,1,2,0,154,95,,,,,,,,,,,,,,T,T,F,F,T,F,T,,F
52.35815209515452,W,9596,311,,amex,199,debit,106,87,gmail.com,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,228,394,,,,,,,,,,,,,,F,,,,F,F,,F,
117.31950117766684,C,6364,208,,mastercard,179,credit,292,96,hotmail.com,1,3,0,0,0,1,0,0,0,2,1,1,2,3,2,213,184,,,,,,,,,,,,,,T,F,,F,,,F,,F
18.3934749466836,H,3278,289,150,mastercard,107,debit,131,60,yahoo.com,0,1,2,0,1,2,0,1,1,3,0,4,1,2,0,186,29,,,,,,,,,,,,,,T,T,T,T,F,T,T,,
86.84260022378757,R,2788,456,150,visa,214,debit,457,60,yahoo.com,0,1,0,1,1,0,0,3,0,1,2,1,0,2,1,411,254,,,,,,,,,,,,,,T,,F,F,,T,,,T
75.98455259080966,W,15123,182,150,mastercard,105,credit,247,96,,0,2,1,2,0,2,1,1,1,2,3,1,0,1,1,461,385,,,,,,,,,,,,,,T,T,,F,T,,T,T,
72.84752814521934,S,17944,345,150,discover,140,credit,248,87,,0,2,0,0,0,1,5,0,1,0,2,2,1,1,3,128,468,,,,,,,,,,,,,,F,F,T,T,T,F,F,,T
27.444556899102544,W,14004,258,185,mastercard,126,credit,350,60,,0,3,3,2,1,1,2,0,1,0,1,1,0,0,0,59,363,,,,,,,,,,,,,,,,,,,,T,T,F
86.26286586522292,H,17413,581,185,discover,128,debit,196,60,hotmail.com,0,0,1,1,3,2,0,0,0,0,0,2,1,4,0,313,447,,,,,,,,,,,,,,T,F,T,,F,T,F,,T
13.761978986785294,S,9275,303,150,mastercard,194,debit,149,96,hotmail.com,0,0,2,1,1,1,0,1,2,0,1,2,2,0,0,4,8,,,,,,,,,,,,,,F,,T,T,F,F,,,
84.95949069849894,R,15217,499,185,amex,224,debit,369,60,hotmail.com,0,0,1,2,1,0,1,0,1,1,0,2,1,1,2,342,40,,,,,,,,,,,,,,T,F,,T,F,F,,F,T
83.73693708215903,C,9843,542,,discover,245,credit,333,60,yahoo.com,0,0,3,0,2,0,0,3,0,0,1,1,2,0,0,62,338,,,,,,,,,,,,,,F,T,,F,T,,T,T,T
37.05695868006405,C,10431,207,,amex,238,debit,120,60,hotmail.com,0,1,0,1,0,0,0,2,1,1,3,2,4,0,3,181,264,,,,,,,,,,,,,,T,,F,T,,T,F,,T
223.88684747160084,C,8981,473,185,discover,199,credit,405,60,yahoo.com,0,1,3,1,1,2,3,1,0,0,1,2,1,0,0,408,166,,,,,,,,,,,,,,F,,,,T,,T,,F
159.39567264936835,H,3882,203,185,amex,228,credit,467,60,,0,1,0,0,1,0,0,4,1,2,2,1,1,0,2,199,480,,,,,,,,,,,,,,T,F,T,T,T,F,,T,T
278.0501990147896,R,7696,542,,mastercard,137,credit,234,96,,0,1,0,1,2,1,1,1,2,1,0,0,0,0,0,85,357,,,,,,,,,,,,,,T,T,T,T,F,,T,,F
0.4604384396270973,R,5701,467,185,discover,159,credit,140,96,yahoo.com,0,1,2,0,1,2,1,1,0,2,0,1,2,1,0,208,232,,,,,,,,,,,,,,F,T,T,,,F,F,T,F
332.125577526323,H,7409,296,185,visa,137,debit,277,87,,0,1,2,1,0,0,1,1,2,1,0,2,1,1,1,401,274,,,,,,,,,,,,,,F,T,T,T,T,T,,,T
221.4030781146914,C,15127,523,,visa,124,debit,255,96,hotmail.com,1,1,0,1,0,1,0,2,2,3,0,0,0,1,0,81,354,,,,,,,,,,,,,,F,T,F,,T,F,T,,T
86.25567194025253,H,1359,435,185,discover,102,debit,176,60,gmail.com,0,0,1,0,0,2,1,1,2,0,0,0,0,0,0,92,159,,,,,,,,,,,,,,F,,F,T,,T,,F,
144.7089796199463,W,8250,521,185,visa,191,credit,252,87,yahoo.com,0,2,2,2,1,0,2,3,3,2,0,0,1,0,0,157,226,,,,,,,,,,,,,,F,,,,F,,F,,T
182.29651152396428,S,6066,238,150,mastercard,189,debit,212,60,,0,0,1,2,3,0,1,2,3,1,1,1,1,0,0,193,138,,,,,,,,,,,,,,,T,T,F,F,F,F,T,
107.49426033556342,S,8436,283,150,visa,145,debit,359,96,hotmail.com,0,1,1,0,0,1,1,0,3,1,0,2,1,1,1,235,156,,,,,,,,,,,,,,T,T,,F,T,F,,F,T
66.6435948262044,R,7323,419,150,discover,238,debit,123,96,,0,0,0,0,0,0,0,0,1,4,2,0,1,3,1,175,131,,,,,,,,,,,,,,,T,F,,F,,,F,F
138.25489634370484,S,6140,296,150,discover,210,debit,480,96,,0,0,0,5,0,3,1,2,1,1,1,1,0,3,1,293,217,,,,,,,,,,,,,,F,F,,,T,,,T,
184.7205952306992,W,5492,121,185,visa,112,credit,361,96,gmail.com,0,0,1,0,3,0,2,1,1,3,3,2,1,1,1,261,191,,,,,,,,,,,,,,F,T,,,F,T,F,F,F
17.123400646903715,C,13844,394,,amex,143,debit,178,96,,0,0,3,1,0,2,1,2,0,1,0,1,0,1,0,327,179,,,,,,,,,,,,,,,T,T,T,F,F,T,F,F
290.36667590283173,W,11437,281,185,discover,229,debit,336,96,,0,3,2,2,2,3,0,1,1,1,1,1,2,1,0,299,70,,,,,,,,,,,,,,T,,,F,,F,F,F,F
177.6230913570131,H,2647,109,185,amex,231,credit,412,87,yahoo.com,0,1,1,2,0,1,3,1,0,0,0,1,3,0,1,436,490,,,,,,,,,,,,,,T,T,F,,,T,T,,
40.43791526117336,H,13263,228,185,discover,136,credit,262,87,hotmail.com,0,1,3,3,1,0,2,0,1,1,0,1,1,1,1,339,460,,,,,,,,,,,,,,F,,T,T,,F,F,,
2.628678209490036,R,16045,244,185,amex,115,credit,281,60,gmail.com,0,2,1,0,0,1,2,1,1,3,1,0,1,0,3,368,158,,,,,,,,,,,,,,T,,T,,,F,,T,T
17.90831240202822,R,7020,203,185,visa,240,credit,262,87,gmail.com,0,1,1,0,1,1,0,0,0,1,5,3,1,0,3,43,206,,,,,,,,,,,,,,,T,,T,T,T,F,,F
0.10720032815171475,S,6557,540,185,discover,206,debit,408,96,,0,0,3,0,2,0,0,1,0,1,1,1,0,2,0,298,481,,,,,,,,,,,,,,,,,,T,,T,T,T
185.34770746485438,C,15354,346,150,mastercard,205,credit,483,96,yahoo.com,0,4,2,1,1,2,0,1,2,0,1,1,0,2,1,116,340,,,,,,,,,,,,,,T,F,F,T,F,T,F,,T
23.537338931215494,H,8693,445,,visa,123,credit,195,96,hotmail.com,0,1,2,2,1,0,2,1,0,1,0,1,1,2,0,288,184,,,,,,,,,,,,,,T,T,T,F,F,,T,F,F
27.846668028839332,W,15680,482,,visa,215,credit,244,96,hotmail.com,0,1,0,1,0,1,1,0,0,0,1,1,0,2,2,222,192,,,,,,,,,,,,,,T,,T,,T,F,,F,
188.4887309502313,C,11927,322,150,amex,206,credit,102,60,hotmail.com,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,471,92,,,,,,,,,,,,,,T,,,T,F,T,F,,
9.847884633611926,C,9629,453,,discover,225,credit,479,87,yahoo.com,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,133,227,,,,,,,,,,,,,,,,F,T,T,T,,F,F
27.747320164586387,H,1764,129,,amex,121,credit,118,87,,0,0,0,2,0,1,2,1,1,1,0,2,1,0,1,394,73,,,,,,,,,,,,,,,F,T,T,T,T,F,F,F
61.57386356104345,H,9445,248,150,discover,185,debit,208,60,hotmail.com,0,1,0,3,0,0,0,0,3,0,2,3,0,3,2,381,480,,,,,,,,,,,,,,T,,T,,T,F,F,T,
102.82610767595364,H,5889,569,150,amex,140,debit,359,60,hotmail.com,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,440,223,,,,,,,,,,,,,,F,T,F,F,T,F,T,T,F
75.51243764603744,C,7559,263,,mastercard,235,credit,134,87,hotmail.com,0,1,1,2,2,0,0,0,2,2,1,1,1,2,0,317,221,,,,,,,,,,,,,,T,F,F,T,T,T,T,F,T
7.149034845855996,R,3837,173,150,discover,210,debit,303,60,hotmail.com,0,1,1,0,1,0,2,0,0,1,0,2,2,1,1,214,116,,,,,,,,,,,,,,F,F,F,T,T,T,F,,
183.6642385801664,S,10118,412,150,discover,155,credit,424,60,yahoo.com,0,2,2,4,2,1,2,2,2,2,1,0,3,0,1,436,19,,,,,,,,,,,,,,F,T,T,F,T,T,,F,
62.71181580937416,R,14670,539,185,amex,154,debit,106,60,gmail.com,0,0,0,2,2,1,1,0,1,0,0,1,0,1,0,121,79,,,,,,,,,,,,,,F,,T,,F,T,T,F,T
182.85614884351443,S,9615,238,150,visa,167,credit,237,60,yahoo.com,0,1,0,0,1,1,0,0,0,0,1,1,1,0,2,95,473,,,,,,,,,,,,,,T,,,,T,,F,,T
533.8260783154936,C,15403,464,,amex,120,credit,134,96,yahoo.com,0,0,1,2,0,1,3,2,2,2,2,0,1,3,2,189,58,,,,,,,,,,,,,,,F,,F,T,F,,F,T
74.75012736803991,C,8828,513,150,discover,173,debit,219,87,gmail.com,0,2,0,0,1,2,1,0,0,0,0,0,1,1,0,423,280,,,,,,,,,,,,,,F,,,F,T,,F,,T
28.737204722937708,R,3810,150,150,mastercard,202,debit,470,96,hotmail.com,0,0,1,2,1,0,1,2,2,0,2,0,2,1,1,47,138,,,,,,,,,,,,,,,,F,,,,T,T,T
108.09086569999045,S,15713,312,,amex,126,credit,132,96,gmail.com,0,2,1,2,0,0,1,0,1,3,1,0,1,0,2,225,444,,,,,,,,,,,,,,T,T,F,T,,T,T,T,T
57.960893851734376,R,17357,181,150,visa,240,debit,358,60,hotmail.com,0,0,0,0,0,2,2,0,1,1,0,2,0,1,2,135,316,,,,,,,,,,,,,,T,T,F,F,,,,T,T
4.940260119788178,S,5896,417,,visa,120,debit,127,87,yahoo.com,0,0,0,1,0,1,1,2,2,2,1,0,1,0,0,266,201,,,,,,,,,,,,,,,F,,T,F,,T,,
67.40004405188934,C,9675,406,150,discover,118,debit,182,60,hotmail.com,0,0,2,2,0,0,1,2,0,2,2,0,3,1,0,402,212,,,,,,,,,,,,,,F,F,T,T,F,,F,T,F
161.51443691727195,W,11704,150,150,visa,182,credit,105,96,hotmail.com,0,3,1,0,2,4,1,0,1,0,1,0,3,0,1,120,13,,,,,,,,,,,,,,,F,,F,,T,,,
13.844901797568005,C,2248,159,150,visa,106,credit,193,60,,0,1,1,2,2,1,2,1,2,2,0,0,0,0,0,362,336,,,,,,,,,,,,,,,F,,T,,,T,T,T
115.78100840924273,W,8380,192,185,discover,168,debit,107,87,,0,0,0,2,0,2,1,2,1,4,1,1,1,2,1,440,251,,,,,,,,,,,,,,T,,,,,,F,F,F
34.01465917388327,S,8553,329,,visa,175,credit,143,87,gmail.com,0,0,1,0,1,1,0,0,1,2,0,2,0,0,2,210,300,,,,,,,,,,,,,,,,F,F,F,T,T,,T
